Family	Genefam	Gene	Hit
Beta-lactam	blaOXA-23 like	blaOXA-171	blaOXA-171_1_HM488992
Beta-lactam	blaOXA-51 like	blaOXA-172	blaOXA-172_1_HM113558
Beta-lactam	blaOXA-51 like	blaOXA-173	blaOXA-173_1_HM113559
Beta-lactam	blaOXA-51 like	blaOXA-174	blaOXA-174_1_HM113560
Beta-lactam	blaOXA-51 like	blaOXA-175	blaOXA-175_1_HM113561
Beta-lactam	blaOXA-51 like	blaOXA-176	blaOXA-176_1_HM113562
Beta-lactam	blaOXA-51 like	blaOXA-177	blaOXA-177_1_HM113563
Beta-lactam	blaOXA-51 like	blaOXA-178	blaOXA-178_1_HM113564
Beta-lactam	blaOXA-51 like	blaOXA-179	blaOXA-179_1_HM570035
Beta-lactam	blaOXA-51 like	blaOXA-180	blaOXA-180_1_HM570036
Beta-lactam	blaOXA-48 like	blaOXA-181	blaOXA-181_1_CM004561
Beta-lactam	blaOXA-51 like	blaOXA-194	blaOXA-194_1_HQ425492
Beta-lactam	blaOXA-51 like	blaOXA-195	blaOXA-195_1_HQ425493
Beta-lactam	blaOXA-51 like	blaOXA-196	blaOXA-196_1_HQ425494
Beta-lactam	blaOXA-51 like	blaOXA-197	blaOXA-197_1_HQ425495
Beta-lactam	blaOXA-198	blaOXA-198	blaOXA-198_1_HQ634775
Beta-lactam	blaOXA-48 like	blaOXA-199	blaOXA-199_1_JN704570
Beta-lactam	blaOXA-51 like	blaOXA-200	blaOXA-200_1_HQ734811
Beta-lactam	blaOXA-51 like	blaOXA-201	blaOXA-201_1_HQ734812
Beta-lactam	blaOXA-51 like	blaOXA-202	blaOXA-202_1_HQ734813
Beta-lactam	blaOXA-51 like	blaOXA-203	blaOXA-203_1_HQ998857
Beta-lactam	blaOXA-48 like	blaOXA-204	blaOXA-204_1_KP027885
Beta-lactam	blaOXA-46 like	blaOXA-205	blaOXA-205_1_JF800667
Beta-lactam	blaOXA-51 like	blaOXA-206	blaOXA-206_1_AB634250
Beta-lactam	blaOXA-51 like	blaOXA-208	blaOXA-208_1_KF305665
Beta-lactam	blaOXA-209	blaOXA-209	blaOXA-209_1_JF268688
Beta-lactam	blaOXA-2 like	blaOXA-210	blaOXA-210_1_JF795487
Beta-lactam	blaOXA-211 like	blaOXA-211	blaOXA-211_1_JN861779
Beta-lactam	blaOXA-211 like	blaOXA-212	blaOXA-212_1_JN861780
Beta-lactam	blaOXA-214 like	blaOXA-214	blaOXA-214_1_JN861782
Beta-lactam	blaOXA-214 like	blaOXA-215	blaOXA-215_1_JN861783
Beta-lactam	blaOXA-51 like	blaOXA-216	blaOXA-216_1_FR865168
Beta-lactam	blaOXA-51 like	blaOXA-217	blaOXA-217_1_JN603240
Beta-lactam	blaOXA-51 like	blaOXA-219	blaOXA-219_1_JN215211
Beta-lactam	blaOXA-51 like	blaOXA-223	blaOXA-223_1_JN248564
Beta-lactam	blaOXA-1 like	blaOXA-224	blaOXA-224_1_JN412067
Beta-lactam	blaOXA-2 like	blaOXA-226	blaOXA-226_1_FJ617207
Beta-lactam	blaOXA-228 like	blaOXA-228	blaOXA-228_1_JQ422053
Beta-lactam	blaOXA-228 like	blaOXA-229	blaOXA-229_1_JQ422052
Beta-lactam	blaOXA-228 like	blaOXA-230	blaOXA-230_1_JQ422054
Beta-lactam	blaOXA-48 like	blaOXA-232	blaOXA-232_1_JX423831
Beta-lactam	blaOXA-51 like	blaOXA-234	blaOXA-234_1_NG_050607
Beta-lactam	blaOXA-235 like	blaOXA-235	blaOXA-235_1_JQ820240
Beta-lactam	blaOXA-235 like	blaOXA-236	blaOXA-236_1_JQ820242
Beta-lactam	blaOXA-235 like	blaOXA-237	blaOXA-237_1_JQ820241
Beta-lactam	blaOXA-7 like	blaOXA-240	blaOXA-240_1_JX089628
Beta-lactam	blaOXA-51 like	blaOXA-241	blaOXA-241_1_JX025021
Beta-lactam	blaOXA-51 like	blaOXA-242	blaOXA-242_1_JX025022
Beta-lactam	blaOXA-243 like	blaOXA-243	blaOXA-243_1_AFRQ01000031
Beta-lactam	blaOXA-48 like	blaOXA-244	blaOXA-244_1_KP659189
Beta-lactam	blaOXA-48 like	blaOXA-245	blaOXA-245_1_JX438001
Beta-lactam	blaOXA-7 like	blaOXA-246	blaOXA-246_1_EU886980
Beta-lactam	blaOXA-48 like	blaOXA-247	blaOXA-247_1_JX893517
Beta-lactam	blaOXA-51 like	blaOXA-248	blaOXA-248_1_HE963769
Beta-lactam	blaOXA-51 like	blaOXA-249	blaOXA-249_1_HE963770
Beta-lactam	blaOXA-51 like	blaOXA-250	blaOXA-250_1_HE963771
Beta-lactam	blaOXA-7 like	blaOXA-251	blaOXA-251_1_JN118546
Beta-lactam	blaOXA-48 like	blaOXA-252	blaOXA-252_1_NG_050608
Beta-lactam	blaOXA-51 like	blaOXA-254	blaOXA-254_1_AB781687
Beta-lactam	blaOXA-7 like	blaOXA-256	blaOXA-256_1_HE616889
Beta-lactam	blaOXA-228 like	blaOXA-257	blaOXA-257_1_KC567681
Beta-lactam	blaOXA-258	blaOXA-258	blaOXA-258_1_HE614014
Beta-lactam	blaOXA-51 like	blaOXA-259	blaOXA-259_1_KF057028
Beta-lactam	blaOXA-51 like	blaOXA-260	blaOXA-260_1_APOR01000009
Beta-lactam	blaOXA-51 like	blaOXA-261	blaOXA-261_1_APQV01000009
Beta-lactam	blaOXA-51 like	blaOXA-262	blaOXA-262_1_APRA01000005
Beta-lactam	blaOXA-51 like	blaOXA-263	blaOXA-263_1_APQY01000006
Beta-lactam	blaOXA-214 like	blaOXA-264	blaOXA-264_1_APQQ01000012
Beta-lactam	blaOXA-214 like	blaOXA-265	blaOXA-265_1_APQR01000003
Beta-lactam	blaOXA-266	blaOXA-266	blaOXA-266_1_APPO01000008
Beta-lactam	blaOXA-213 like	blaOXA-267	blaOXA-267_1_APQH01000006
Beta-lactam	blaOXA-270 like	blaOXA-270	blaOXA-270_1_APQM01000006
Beta-lactam	blaOXA-270 like	blaOXA-272	blaOXA-272_1_LSAL01000001
Beta-lactam	blaOXA-270 like	blaOXA-273	blaOXA-273_1_APQN01000012
Beta-lactam	blaOXA-274/275	blaOXA-274	blaOXA-274_1_APOS01000038
Beta-lactam	blaOXA-274/275	blaOXA-275	blaOXA-275_1_APPJ01000001
Beta-lactam	blaOXA-235 like	blaOXA-276	blaOXA-276_1_APPI01000013
Beta-lactam	blaOXA-235 like	blaOXA-277	blaOXA-277_1_APPQ01000011
Beta-lactam	blaOXA-235 like	blaOXA-278	blaOXA-278_1_KC771279
Beta-lactam	blaOXA-279 like	blaOXA-279	blaOXA-279_1_APOM01000058
Beta-lactam	blaOXA-211 like	blaOXA-280	blaOXA-280_1_APPZ01000001
Beta-lactam	blaOXA-211 like	blaOXA-281	blaOXA-281_1_APON01000041
Beta-lactam	blaOXA-134 like	blaOXA-282	blaOXA-282_1_APQS01000019
Beta-lactam	blaOXA-134 like	blaOXA-283	blaOXA-283_1_AYHO01000005
Beta-lactam	blaOXA-134 like	blaOXA-284	blaOXA-284_1_APRU01000004
Beta-lactam	blaOXA-134 like	blaOXA-285	blaOXA-285_1_APRY01000059
Beta-lactam	blaOXA-286 like	blaOXA-286	blaOXA-286_1_APOI01000030
Beta-lactam	blaOXA-286 like	blaOXA-287	blaOXA-287_1_NG_050609
Beta-lactam	blaOXA-288	blaOXA-288	blaOXA-288_1_APRN01000033
Beta-lactam	blaOXA-279 like	blaOXA-289	blaOXA-289_1_APRM01000005
Beta-lactam	blaOXA-279 like	blaOXA-290	blaOXA-290_1_APOK01000044
Beta-lactam	blaOXA-291 like	blaOXA-291	blaOXA-291_1_APRL01000010
Beta-lactam	blaOXA-291 like	blaOXA-292	blaOXA-292_1_APRO01000007
Beta-lactam	blaOXA-291 like	blaOXA-293	blaOXA-293_1_NG_050610
Beta-lactam	BlaOXA-294/295	blaOXA-294	blaOXA-294_1_APPC01000015
Beta-lactam	blaOXA-296	blaOXA-296	blaOXA-296_1_APOH01000009
Beta-lactam	blaOXA-297/298	blaOXA-297	blaOXA-297_1_APRR01000006
Beta-lactam	blaOXA-299	blaOXA-299	blaOXA-299_1_APQD01000016
Beta-lactam	blaOXA-300/301	blaOXA-300	blaOXA-300_1_APPK01000054
Beta-lactam	blaOXA-300/301	blaOXA-301	blaOXA-301_1_APQG01000050
Beta-lactam	blaOXA-286 like	blaOXA-303	blaOXA-303_1_APSD01000035
Beta-lactam	blaOXA-305	blaOXA-305	blaOXA-305_1_APPF01000021
Beta-lactam	blaOXA-306	blaOXA-306	blaOXA-306_1_APSB01000022
Beta-lactam	blaOXA-308	blaOXA-308	blaOXA-308_1_APPN01000080
Beta-lactam	blaOXA-211 like	blaOXA-309	blaOXA-309_1_HF947514
Beta-lactam	blaOXA-51 like	blaOXA-312	blaOXA-312_1_KF057029
Beta-lactam	blaOXA-51 like	blaOXA-313	blaOXA-313_1_KF057030
Beta-lactam	blaOXA-51 like	blaOXA-314	blaOXA-314_1_KF057031
Beta-lactam	blaOXA-51 like	blaOXA-315	blaOXA-315_1_KF057032
Beta-lactam	blaOXA-51 like	blaOXA-316	blaOXA-316_1_KF057033
Beta-lactam	blaOXA-51 like	blaOXA-317	blaOXA-317_1_KF057034
Beta-lactam	blaOXA-1 like	blaOXA-320	blaOXA-320_1_KF151169
Beta-lactam	blaOXA-213 like	blaOXA-322	blaOXA-322_1_KF203096
Beta-lactam	blaOXA-213 like	blaOXA-323	blaOXA-323_1_KF203097
Beta-lactam	blaOXA-213 like	blaOXA-330	blaOXA-330_1_KF203104
Beta-lactam	blaOXA-213 like	blaOXA-331	blaOXA-331_1_KF203105
Beta-lactam	blaOXA-213 like	blaOXA-332	blaOXA-332_1_KF203106
Beta-lactam	blaOXA-211 like	blaOXA-333	blaOXA-333_1_KF203107
Beta-lactam	blaOXA-211 like	blaOXA-334	blaOXA-334_1_KF203108
Beta-lactam	blaOXA-134 like	blaOXA-335	blaOXA-335_1_KF203109
Beta-lactam	blaOXA-51 like	blaOXA-336	blaOXA-336_1_KF048907
Beta-lactam	blaOXA-51 like	blaOXA-337	blaOXA-337_1_KF048908
Beta-lactam	blaOXA-51 like	blaOXA-338	blaOXA-338_1_KF048909
Beta-lactam	blaOXA-51 like	blaOXA-339	blaOXA-339_1_KF048911
Beta-lactam	blaOXA-51 like	blaOXA-340	blaOXA-340_1_KF048912
Beta-lactam	blaOXA-51 like	blaOXA-341	blaOXA-341_1_KF048913
Beta-lactam	blaOXA-51 like	blaOXA-342	blaOXA-342_1_KF048915
Beta-lactam	blaOXA-51 like	blaOXA-343	blaOXA-343_1_KF048916
Beta-lactam	blaOXA-51 like	blaOXA-344	blaOXA-344_1_KF048917
Beta-lactam	blaOXA-51 like	blaOXA-345	blaOXA-345_1_KF048918
Beta-lactam	blaOXA-51 like	blaOXA-346	blaOXA-346_1_KF048919
Beta-lactam	blaOXA-347	blaOXA-347	blaOXA-347_1_ACWG01000053
Beta-lactam	blaOXA-213 like	blaOXA-354	blaOXA-354_1_KF297583
Beta-lactam	blaOXA-228 like	blaOXA-355	blaOXA-355_1_KF297584
Beta-lactam	blaOXA-228 like	blaOXA-356	blaOXA-356_1_KF297585
Beta-lactam	blaOXA-235 like	blaOXA-360	blaOXA-360_1_KF421163
Beta-lactam	blaOXA-134 like	blaOXA-361	blaOXA-361_1_KF460531
Beta-lactam	blaOXA-134 like	blaOXA-362	blaOXA-362_1_KF460532
Beta-lactam	blaOXA-134 like	blaOXA-363	blaOXA-363_1_KF460533
Beta-lactam	blaOXA-51 like	blaOXA-365	blaOXA-365_1_KF885217
Beta-lactam	blaOXA-23 like	blaOXA-366	blaOXA-366_1_KP050485
Beta-lactam	blaOXA-7 like	blaOXA-368	blaOXA-368_1_KT736121
Beta-lactam	blaOXA-48 like	blaOXA-370	blaOXA-370_1_KJ488943
Beta-lactam	blaOXA-51 like	blaOXA-371	blaOXA-371_1_AB871653
Beta-lactam	blaOXA-211 like	blaOXA-373	blaOXA-373_1_HG931732
Beta-lactam	blaOXA-51 like	blaOXA-374	blaOXA-374_1_KF986255
Beta-lactam	blaOXA-51 like	blaOXA-375	blaOXA-375_1_KF986256
Beta-lactam	blaOXA-51 like	blaOXA-376	blaOXA-376_1_KF986257
Beta-lactam	blaOXA-51 like	blaOXA-377	blaOXA-377_1_KF986258
Beta-lactam	blaOXA-51 like	blaOXA-378	blaOXA-378_1_KF986259
Beta-lactam	blaOXA-51 like	blaOXA-379	blaOXA-379_1_KF986260
Beta-lactam	blaOXA-51 like	blaOXA-380	blaOXA-380_1_KF986261
Beta-lactam	blaOXA-51 like	blaOXA-381	blaOXA-381_1_KJ135344
Beta-lactam	blaOXA-51 like	blaOXA-382	blaOXA-382_1_KJ135345
Beta-lactam	blaOXA-51 like	blaOXA-383	blaOXA-383_1_KF986262
Beta-lactam	blaOXA-51 like	blaOXA-384	blaOXA-384_1_KF986263
Beta-lactam	blaOXA-51 like	blaOXA-385	blaOXA-385_1_KF986253
Beta-lactam	blaOXA-51 like	blaOXA-386	blaOXA-386_1_KF986254
Beta-lactam	blaOXA-51 like	blaOXA-387	blaOXA-387_1_KJ173478
Beta-lactam	blaOXA-51 like	blaOXA-388	blaOXA-388_1_KJ135343
Beta-lactam	blaOXA-51 like	blaOXA-389	blaOXA-389_1_KJ135346
Beta-lactam	blaOXA-51 like	blaOXA-390	blaOXA-390_1_KJ135342
Beta-lactam	blaOXA-51 like	blaOXA-391	blaOXA-391_1_KJ427797
Beta-lactam	blaOXA-50 like	blaOXA-395	blaOXA-395_1_AY306133
Beta-lactam	blaOXA-50 like	blaOXA-396	blaOXA-396_1_AY306134
Beta-lactam	blaOXA-58 like	blaOXA-397	blaOXA-397_1_KM087865
Beta-lactam	blaOXA-51 like	blaOXA-400	blaOXA-400_1_KJ780078
Beta-lactam	blaOXA-51 like	blaOXA-401	blaOXA-401_1_KJ780076
Beta-lactam	blaOXA-51 like	blaOXA-402	blaOXA-402_1_JX865391
Beta-lactam	blaOXA-51 like	blaOXA-403	blaOXA-403_1_KJ920337
Beta-lactam	blaOXA-51 like	blaOXA-404	blaOXA-404_1_KJ920338
Beta-lactam	blaOXA-48 like	blaOXA-405	blaOXA-405_1_KM589641
Beta-lactam	blaOXA-51 like	blaOXA-406	blaOXA-406_1_KJ584915
Beta-lactam	blaOXA-51 like	blaOXA-407	blaOXA-407_1_KJ584916
Beta-lactam	blaOXA-51 like	blaOXA-408	blaOXA-408_1_KJ584917
Beta-lactam	blaOXA-51 like	blaOXA-409	blaOXA-409_1_KJ584918
Beta-lactam	blaOXA-51 like	blaOXA-410	blaOXA-410_1_KJ584919
Beta-lactam	blaOXA-51 like	blaOXA-411	blaOXA-411_1_KJ584920
Beta-lactam	blaOXA-51 like	blaOXA-412	blaOXA-412_1_KJ584921
Beta-lactam	blaOXA-51 like	blaOXA-413	blaOXA-413_1_KJ584922
Beta-lactam	blaOXA-51 like	blaOXA-414	blaOXA-414_1_KJ584914
Beta-lactam	blaOXA-2 like	blaOXA-415	blaOXA-415_1_KJ865754
Beta-lactam	blaOXA-48 like	blaOXA-416	blaOXA-416_1_KP264119
Beta-lactam	blaOXA-270 like	blaOXA-417	blaOXA-417_1_KM220587
Beta-lactam	blaOXA-228 like	blaOXA-418	blaOXA-418_1_KJ997966
Beta-lactam	blaOXA-58 like	blaOXA-420	blaOXA-420_1_AB983359
Beta-lactam	blaOXA-270 like	blaOXA-421	blaOXA-421_1_KM401566
Beta-lactam	blaOXA-51 like	blaOXA-424	blaOXA-424_1_KM588352
Beta-lactam	blaOXA-51 like	blaOXA-425	blaOXA-425_1_KM588353
Beta-lactam	blaOXA-51 like	blaOXA-426	blaOXA-426_1_KM588354
Beta-lactam	blaOXA-427	blaOXA-427	blaOXA-427_1_KX827604
Beta-lactam	blaOXA-51 like	blaOXA-429	blaOXA-429_1_KM979376
Beta-lactam	blaOXA-51 like	blaOXA-430	blaOXA-430_1_KM979377
Beta-lactam	blaOXA-51 like	blaOXA-431	blaOXA-431_1_KM979378
Beta-lactam	blaOXA-51 like	blaOXA-432	blaOXA-432_1_KM979379
Beta-lactam	blaOXA-51 like	blaOXA-433	blaOXA-433_1_KM979380
Beta-lactam	blaOXA-23 like	blaOXA-435	blaOXA-435_1_KP144324
Beta-lactam	blaOXA-436/535	blaOXA-436	blaOXA-436_1_KT959105
Beta-lactam	blaOXA-48 like	blaOXA-438	blaOXA-438_1_KP410734
Beta-lactam	blaOXA-48 like	blaOXA-439	blaOXA-439_1_KP727573
Beta-lactam	blaOXA-51 like	blaOXA-441	blaOXA-441_1_JX865394
Beta-lactam	blaOXA-51 like	blaOXA-442	blaOXA-442_1_KP844571
Beta-lactam	blaOXA-443	blaOXA-443	blaOXA-443_1_LC030178
Beta-lactam	blaOXA-7 like	blaOXA-454	blaOXA-454_1_LC037981
Beta-lactam	blaOXA-243 like	blaOXA-457	blaOXA-457_1_KP903887
Beta-lactam	blaOXA-243 like	blaOXA-458	blaOXA-458_1_KP903888
Beta-lactam	blaOXA-243 like	blaOXA-459	blaOXA-459_1_KP903889
Beta-lactam	blaOXA-464 like	blaOXA-464	blaOXA-464_1_KU721146
Beta-lactam	blaOXA-51 like	blaOXA-480	blaOXA-480_1_KR872296
Beta-lactam	blaOXA-23 like	blaOXA-482	blaOXA-482_1_KP264124
Beta-lactam	blaOXA-23 like	blaOXA-483	blaOXA-483_1_KP264125
Beta-lactam	blaOXA-48 like	blaOXA-484	blaOXA-484_1_KR401105
Beta-lactam	blaOXA-50 like	blaOXA-485	blaOXA-485_1_LLNM01000004
Beta-lactam	blaOXA-50 like	blaOXA-486	blaOXA-486_1_AY597426
Beta-lactam	blaOXA-50 like	blaOXA-488	blaOXA-488_1_CP017969
Beta-lactam	blaOXA-464 like	blaOXA-490	blaOXA-490_1_KU721147
Beta-lactam	blaOXA-464 like	blaOXA-491	blaOXA-491_1_KU721148
Beta-lactam	blaOXA-50 like	blaOXA-494	blaOXA-494_1_AY597430
Beta-lactam	blaOXA-134 like	blaOXA-496	blaOXA-496_1_KT200608
Beta-lactam	blaOXA-51 like	blaOXA-497	blaOXA-497_1_LKJZ01000136
Beta-lactam	blaOXA-270 like	blaOXA-500	blaOXA-500_1_JMNQ01000002
Beta-lactam	blaOXA-270 like	blaOXA-501	blaOXA-501_1_KU167110
Beta-lactam	blaOXA-270 like	blaOXA-502	blaOXA-502_1_KU167111
Beta-lactam	blaOXA-270 like	blaOXA-503	blaOXA-503_1_KU167109
Beta-lactam	blaOXA-48 like	blaOXA-505	blaOXA-505_1_KU531433
Beta-lactam	blaOXA-270 like	blaOXA-506	blaOXA-506_1_KU571454
Beta-lactam	blaOXA-51 like	blaOXA-507	blaOXA-507_1_KU551305
Beta-lactam	blaOXA-51 like	blaOXA-508	blaOXA-508_1_KU596972
Beta-lactam	blaOXA-51 like	blaOXA-509	blaOXA-509_1_KU692025
Beta-lactam	blaOXA-51 like	blaOXA-510	blaOXA-510_1_JX865393
Beta-lactam	blaOXA-51 like	blaOXA-511	blaOXA-511_1_KU710720
Beta-lactam	blaOXA-58 like	blaOXA-512	blaOXA-512_1_KU726870
Beta-lactam	blaOXA-48 like	blaOXA-514	blaOXA-514_1_KU866382
Beta-lactam	blaOXA-48 like	blaOXA-515	blaOXA-515_1_KU866383
Beta-lactam	blaOXA-51 like	blaOXA-516	blaOXA-516_1_KU871391
Beta-lactam	blaOXA-48 like	blaOXA-517	blaOXA-517_1_KU878974
Beta-lactam	blaOXA-48 like	blaOXA-519	blaOXA-519_1_KX349732
Beta-lactam	blaOXA-51 like	blaOXA-521	blaOXA-521_1_KX462701
Beta-lactam	blaOXA-270 like	blaOXA-522	blaOXA-522_1_KX599408
Beta-lactam	blaOXA-51 like	blaOXA-523	blaOXA-523_1_KX599401
Beta-lactam	blaOXA-51 like	blaOXA-524	blaOXA-524_1_KX599402
Beta-lactam	blaOXA-51 like	blaOXA-525	blaOXA-525_1_KX599406
Beta-lactam	blaOXA-270 like	blaOXA-526	blaOXA-526_1_KX599409
Beta-lactam	blaOXA-51 like	blaOXA-528	blaOXA-528_1_KX599407
Beta-lactam	blaOXA-51 like	blaOXA-529	blaOXA-529_1_KX599405
Beta-lactam	blaOXA-51 like	blaOXA-530	blaOXA-530_1_KX599398
Beta-lactam	blaOXA-51 like	blaOXA-531	blaOXA-531_1_KX599400
Beta-lactam	blaOXA-51 like	blaOXA-532	blaOXA-532_1_KX609247
Beta-lactam	blaOXA-270 like	blaOXA-533	blaOXA-533_1_KX668472
Beta-lactam	blaOXA-1 like	blaOXA-534	blaOXA-534_1_KX714285
Beta-lactam	blaOXA-436/535	blaOXA-535	blaOXA-535_1_KX828709
Beta-lactam	blaOXA-51 like	blaOXA-536	blaOXA-536_1_KX859240
Beta-lactam	blaOXA-235 like	blaOXA-537	blaOXA-537_1_KX360747
Beta-lactam	blaOXA-48 like	blaOXA-538	blaOXA-538_1_KX827284
Beta-lactam	blaOXA-2 like	blaOXA-539	blaOXA-539_1_KY094077
Beta-lactam	blaOXA-2 like	blaOXA-540	blaOXA-540_1_KJ138219
Beta-lactam	blaOXA-2 like	blaOXA-541	blaOXA-541_1_FM179467
Beta-lactam	blaOXA-51 like	blaOXA-545	blaOXA-545_1_KY674541
Beta-lactam	blaOXA-48 like	blaOXA-546	blaOXA-546_1_KY682756
Beta-lactam	blaOXA-48 like	blaOXA-547	blaOXA-547_1_KY684124
Beta-lactam	blaOXA-548 like	blaOXA-548	blaOXA-548_1_KY682750
Beta-lactam	blaOXA-548 like	blaOXA-549	blaOXA-549_1_KY682751
Beta-lactam	blaOXA-548 like	blaOXA-550	blaOXA-550_1_KY682752
Beta-lactam	blaOXA-548 like	blaOXA-551	blaOXA-551_1_KY682753
Beta-lactam	blaOXA-548 like	blaOXA-552	blaOXA-552_1_KY682754
Beta-lactam	blaOXA-548 like	blaOXA-553	blaOXA-553_1_KY682755
Beta-lactam	blaOXA-51 like	blaOXA-554	blaOXA-554_1_KY126221
Beta-lactam	blaOXA-51 like	blaOXA-555	blaOXA-555_1_KY126224
Beta-lactam	blaOXA-51 like	blaOXA-556	blaOXA-556_1_KY126231
Beta-lactam	blaOXA-51 like	blaOXA-557	blaOXA-557_1_KY126232
Beta-lactam	blaOXA-51 like	blaOXA-558	blaOXA-558_1_KY126234
Beta-lactam	blaOXA-51 like	blaOXA-559	blaOXA-559_1_KY126237
Beta-lactam	blaOXA-51 like	blaOXA-560	blaOXA-560_1_KY126238
Beta-lactam	blaOXA-51 like	blaOXA-561	blaOXA-561_1_KY126240
Beta-lactam	blaOXA-51 like	blaOXA-562	blaOXA-562_1_KY126241
Beta-lactam	blaOXA-270 like	blaOXA-564	blaOXA-564_1_KY767022
Beta-lactam	blaOXA-23 like	blaOXA-565	blaOXA-565_1_KY883665
Beta-lactam	blaOXA-48 like	blaOXA-566	blaOXA-566_1_MF099636
Beta-lactam	blaZ	blaZ	blaZ_1_CP000704
Beta-lactam	blaZ	blaZ	blaZ_2_CP000731
Beta-lactam	blaZ	blaZ	blaZ_3_CP000732
Beta-lactam	blaZ	blaZ	blaZ_4_X04121
Beta-lactam	blaZ	blaZ	blaZ_5_AJ302698
Beta-lactam	blaZ	blaZ	blaZ_6_AP003139
Beta-lactam	blaZ	blaZ	blaZ_7_AP004832
Beta-lactam	blaZ	blaZ	blaZ_8_HE993884
Beta-lactam	blaZ	blaZ	blaZ_9_DQ269019
Beta-lactam	blaZ	blaZ	blaZ_10_FR823292
Beta-lactam	blaZ	blaZ	blaZ_11_AJ400722
Beta-lactam	blaZ	blaZ	blaZ_12_M15195
Beta-lactam	blaZ	blaZ	blaZ_13_KF471116
Beta-lactam	blaZ	blaZ	blaZ_14_JBAG01000015
Beta-lactam	blaZ	blaZ	blaZ_15_JAZQ01000018
Beta-lactam	blaZ	blaZ	blaZ_16_JBTH01000015
Beta-lactam	blaZ	blaZ	blaZ_17_JDDF01000008
Beta-lactam	blaZ	blaZ	blaZ_18_JBQW01000016
Beta-lactam	blaZ	blaZ	blaZ_19_JBMK01000007
Beta-lactam	blaZ	blaZ	blaZ_20_JBVX01000014
Beta-lactam	blaZ	blaZ	blaZ_21_JGQH01000014
Beta-lactam	blaZ	blaZ	blaZ_22_JCHI01000035
Beta-lactam	blaZ	blaZ	blaZ_23_JBND01000015
Beta-lactam	blaZ	blaZ	blaZ_24_JBLQ01000018
Beta-lactam	blaZ	blaZ	blaZ_25_JBKK01000017
Beta-lactam	blaZ	blaZ	blaZ_26_JBJP01000007
Beta-lactam	blaZ	blaZ	blaZ_27_JDGZ01000043
Beta-lactam	blaZ	blaZ	blaZ_28_JDYO01000009
Beta-lactam	blaZ	blaZ	blaZ_29_JDXN01000019
Beta-lactam	blaZ	blaZ	blaZ_30_JGUQ01000012
Beta-lactam	blaZ	blaZ	blaZ_31_JIFU01000008
Beta-lactam	blaZ	blaZ	blaZ_32_JINH01000005
Beta-lactam	blaZ	blaZ	blaZ_33_JIXQ01000012
Beta-lactam	blaZ	blaZ	blaZ_34_JJAO01000008
Beta-lactam	blaZ	blaZ	blaZ_35_JIVZ01000012
Beta-lactam	blaZ	blaZ	blaZ_36_JITV01000006
Beta-lactam	blaZ	blaZ	blaZ_37_JIFD01000012
Beta-lactam	blaZ	blaZ	blaZ_38_NZ_JEMM01000040
Beta-lactam	blaZ	blaZ	blaZ_39_JHTU01000073
Beta-lactam	blaZ	blaZ	blaZ_40_NZ_AZBT01000050
Beta-lactam	blaZ	blaZ	blaZ_41_AENR01000015
Beta-lactam	blaZ	blaZ	blaZ_42_CCEE01000006
Beta-lactam	blaZ	blaZ	blaZ_43_NZ_CAVU010000015
Beta-lactam	blaZ	blaZ	blaZ_44_NZ_JWJJ01000015
Beta-lactam	blaZ	blaZ	blaZ_45_CP010941
Beta-lactam	blaZ	blaZ	blaZ_46_CP010944
Beta-lactam	blaZ	blaZ	blaZ_47_NZ_JYGF01000020
Beta-lactam	blaZ	blaZ	blaZ_48_CFPA01000022
Beta-lactam	blaZ	blaZ	blaZ_49_CVLS01000543
Beta-lactam	blaZ	blaZ	blaZ_50_KR230047
Beta-lactam	blaZ	blaZ	blaZ_51_NZ_JVWO01000108
Beta-lactam	blaZ	blaZ	blaZ_52_NZ_JVWM01000127
Beta-lactam	blaZ	blaZ	blaZ_53_NZ_JUXQ01000001
Beta-lactam	blaZ	blaZ	blaZ_54_NZ_JVRB01000003
Beta-lactam	blaZ	blaZ	blaZ_55_NZ_JVLY01000044
Beta-lactam	blaZ	blaZ	blaZ_56_NZ_JUMU01000089
Beta-lactam	blaZ	blaZ	blaZ_57_NZ_JURP01000126
Beta-lactam	blaZ	blaZ	blaZ_58_NZ_JUUA01000057
Beta-lactam	blaZ	blaZ	blaZ_59_NZ_JVBT01000063
Beta-lactam	blaZ	blaZ	blaZ_60_NZ_JVML01000111
Beta-lactam	blaZ	blaZ	blaZ_61_NZ_JVAT01000021
Beta-lactam	blaZ	blaZ	blaZ_62_NZ_JVOH01000023
Beta-lactam	blaZ	blaZ	blaZ_63_NZ_JUMX01000103
Beta-lactam	blaZ	blaZ	blaZ_64_CSJB01000017
Beta-lactam	blaZ	blaZ	blaZ_65_CSEV01000005
Beta-lactam	blaZ	blaZ	blaZ_66_CSGM01000014
Beta-lactam	blaZ	blaZ	blaZ_67_NZ_CTTL01000039
Beta-lactam	blaZ	blaZ	blaZ_68_NZ_CUHK01000055
Beta-lactam	blaZ	blaZ	blaZ_69_NZ_CUHB01000033
Beta-lactam	blaZ	blaZ	blaZ_70_NZ_CUEK01000047
Beta-lactam	blaZ	blaZ	blaZ_71_NZ_CUGR01000082
Beta-lactam	blaZ	blaZ	blaZ_72_NZ_CUHG01000035
Beta-lactam	blaZ	blaZ	blaZ_73_CYNA01000004
